timestamp;fecha;hora_aproximada;latitud;longitud;lugar_exacto;numero_agresores;consecuencias_fisicas;denuncia_en_mp;procedio_la_denuncia;si_procedio_con_que_delito;si_no_procedio_que_razones_dieron;mp;narracion_de_los_hechos;lugar_exacto_norm;narracion_de_los_hechos_norm;en_metro;estacion;lugar_en_metro;fuente
1/30/2019 12:14:53;1/20/2019;14:00:00;19.390239;-99.183968;Calle 12 y av. 2, San Pedro de los pinos, Benito Juárez;1;Rasguños;No;No;No se si hubo denuncia, ayudé a evitarlo. No fue a mí directamente;NA;NA;Pasábamos en auto por la calle 17 cuando noté un forcejeo entre una joven y un joven. Empecé a tocar el claxon y aproximarme a ellos. Él la soltó y ella comenzó a correr, la seguimos y le dijimos que le queríamos ayudar. Llegó a su casa, que estaba a una cuadra del incidente, y la seguimos y paramos para ver que estuviera bien. Ahí nos explicó que la persona la tomó por la espalda y le cubrió la boca. Llegó a salvo con sus padres.;calle_12_y_av_2_san_pedro_de_los_pinos_benito_juarez;pasabamos_en_auto_por_la_calle_17_cuando_note_un_forcejeo_entre_una_joven_y_un_joven_empece_a_tocar_el_claxon_y_aproximarme_a_ellos_el_la_solto_y_ella_comenzo_a_correr_la_seguimos_y_le_dijimos_que_le_queriamos_ayudar_llego_a_su_casa_que_estaba_a_una_cuadra_del_incidente_y_la_seguimos_y_paramos_para_ver_que_estuviera_bien_ahi_nos_explico_que_la_persona_la_tomo_por_la_espalda_y_le_cubrio_la_boca_llego_a_salvo_con_sus_padres;0;san_pedro_de_los_pinos;NA;encuesta_larga
1/30/2019 12:31:10;8/18/2018;17:20:00;19.423688;-99.163312;Debajo de las escaleras del metro insurgentes;1;Golpes;No;No;NA;NA;NA;Estaba súper tranquila esperando a mi novio en el metro y de pronto un tipo con gorra, con sobrepeso, con facha de vendedor se me acercó y me dijo que estaba muy guapa, que sí no quería ser modelo, le marco a alguien y le dijo que estaba dónde siempre, me dijo que necesitaba chicas ambiciosas, que estuvieran dispuestas a todo con tal de ganar dinero, me preguntó mi edad, después me dijo tienes que estar dispuesta a todo te estoy hablando con la verdad si tu me dices que sí, ahorita les confirmo y vamos, te tengo que llevar a qué te tomen las fotos de una vez para iniciar la campaña, pero tienes que estar dispuesta a todo, si te dicen te desnudas lo haces, si te dicen abre las piernas lo haces, eso es lo que se necesita para ser artista... Después llegó mi novio y el tipo se fue fingiendo que le entraba una llamda;debajo_de_las_escaleras_del_metro_insurgentes;estaba_super_tranquila_esperando_a_mi_novio_en_el_metro_y_de_pronto_un_tipo_con_gorra_con_sobrepeso_con_facha_de_vendedor_se_me_acerco_y_me_dijo_que_estaba_muy_guapa_que_si_no_queria_ser_modelo_le_marco_a_alguien_y_le_dijo_que_estaba_donde_siempre_me_dijo_que_necesitaba_chicas_ambiciosas_que_estuvieran_dispuestas_a_todo_con_tal_de_ganar_dinero_me_pregunto_mi_edad_despues_me_dijo_tienes_que_estar_dispuesta_a_todo_te_estoy_hablando_con_la_verdad_si_tu_me_dices_que_si_ahorita_les_confirmo_y_vamos_te_tengo_que_llevar_a_que_te_tomen_las_fotos_de_una_vez_para_iniciar_la_campaña_pero_tienes_que_estar_dispuesta_a_todo_si_te_dicen_te_desnudas_lo_haces_si_te_dicen_abre_las_piernas_lo_haces_eso_es_lo_que_se_necesita_para_ser_artista_despues_llego_mi_novio_y_el_tipo_se_fue_fingiendo_que_le_entraba_una_llamda;1;insurgentes;NA;encuesta_larga
1/30/2019 12:39:38;1/12/2018;21:45:00;19.452438;-99.174813;Afuera de metro Popotla dirección cuatro caminos;2;NA;No;No;NA;NA;NA;Volvía de la escuela, a esa hora ya no hay mucho movimiento. Salí del metro y caminé unos pasos, Un auto rojo se acercó bajaron el cristal y creí que me preguntarían por indicaciones, el copiloto se bajo corriendo hacia mi e intentó agarrarme del brazo y el auto seguía encendido yo grite lo más fuerte que pude hay un café cerca y una señora salió y de la nada un chico que pasaba también se detuvo el tipo al darse cuenta que la gente venía a ayudarme se subió al auto y se fueron a toda velocidad. Ya no vivo ahí pero desde ese día mi ex roomie y su novio iban por mi al metro para que no caminara sola 😪;afuera_de_metro_popotla_direccion_cuatro_caminos;volvia_de_la_escuela_a_esa_hora_ya_no_hay_mucho_movimiento_sali_del_metro_y_camine_unos_pasos_un_auto_rojo_se_acerco_bajaron_el_cristal_y_crei_que_me_preguntarian_por_indicaciones_el_copiloto_se_bajo_corriendo_hacia_mi_e_intento_agarrarme_del_brazo_y_el_auto_seguia_encendido_yo_grite_lo_mas_fuerte_que_pude_hay_un_cafe_cerca_y_una_señora_salio_y_de_la_nada_un_chico_que_pasaba_tambien_se_detuvo_el_tipo_al_darse_cuenta_que_la_gente_venia_a_ayudarme_se_subio_al_auto_y_se_fueron_a_toda_velocidad_ya_no_vivo_ahi_pero_desde_ese_dia_mi_ex_roomie_y_su_novio_iban_por_mi_al_metro_para_que_no_caminara_sola_😪;1;popotla;fuera;encuesta_larga
1/30/2019 13:06:25;5/18/2018;09:30:00;19.416187999999998;-99.074312;Entrada a la línea uno saliendo del Mexibus en Pantitlán;1;NA;No;No;NA;NA;NA;Desde el Mexibus el tipo se me venía pegando, se me hizo raro porque estaba vacío el Mexibus así que me cambié de lugar y al momento de salir lo dejé pasar primero para irlo vigilando, el iba voltee y voltee para atrás, cuando llegué a las escaleras para subir a línea 9 me detuve para ver hacia donde se iba a ir, el vio que me detuve y también se detuvo, me dió desconfianza y mejor me metí hacia línea 1, cuando vio eso se arrancó atrás de mi, me frené en seco para fingir que iba a comprar boleto y el se pasó de largo pero se quedó de nuevo esperandome, así como entre a la fila de la taquilla me salí igual en friega y me fui corriendo al lado contrario por donde vivo que había más flujo de gente hasta que lo perdí. Lo único que recuerdo de el físicamente es que era moreno de alrededor de 1.70 y usaba botas tipo policía;entrada_a_la_linea_uno_saliendo_del_mexibus_en_pantitlan;desde_el_mexibus_el_tipo_se_me_venia_pegando_se_me_hizo_raro_porque_estaba_vacio_el_mexibus_asi_que_me_cambie_de_lugar_y_al_momento_de_salir_lo_deje_pasar_primero_para_irlo_vigilando_el_iba_voltee_y_voltee_para_atras_cuando_llegue_a_las_escaleras_para_subir_a_linea_9_me_detuve_para_ver_hacia_donde_se_iba_a_ir_el_vio_que_me_detuve_y_tambien_se_detuvo_me_dio_desconfianza_y_mejor_me_meti_hacia_linea_1_cuando_vio_eso_se_arranco_atras_de_mi_me_frene_en_seco_para_fingir_que_iba_a_comprar_boleto_y_el_se_paso_de_largo_pero_se_quedo_de_nuevo_esperandome_asi_como_entre_a_la_fila_de_la_taquilla_me_sali_igual_en_friega_y_me_fui_corriendo_al_lado_contrario_por_donde_vivo_que_habia_mas_flujo_de_gente_hasta_que_lo_perdi_lo_unico_que_recuerdo_de_el_fisicamente_es_que_era_moreno_de_alrededor_de_170_y_usaba_botas_tipo_policia;1;pantitlan;dentro;encuesta_larga
1/30/2019 13:06:47;10/2/2018;18:00:00;19.415938;-99.134313;Inmediaciones del metro san antonio abad;4;NA;No;No;NA;NA;NA;Mi novia iba caminando de regreso de su trabajo cerca del Metro San Antonio Abad y se percató que la seguía una camioneta color marrón, sin placas y los 4 hombres (al menos eso alcanzó a ver) se le quedaban viendo sospechosamente. Se detuvieron en la esquina del metro San Antonio Abad pero nadie bajó del vehículo sin embargo seguían observandola. Ella entró corriendo y cuando se aproximó al policía de la entrada, la camioneta subio sus ventanas y arrancó.;inmediaciones_del_metro_san_antonio_abad;mi_novia_iba_caminando_de_regreso_de_su_trabajo_cerca_del_metro_san_antonio_abad_y_se_percato_que_la_seguia_una_camioneta_color_marron_sin_placas_y_los_4_hombres_al_menos_eso_alcanzo_a_ver_se_le_quedaban_viendo_sospechosamente_se_detuvieron_en_la_esquina_del_metro_san_antonio_abad_pero_nadie_bajo_del_vehiculo_sin_embargo_seguian_observandola_ella_entro_corriendo_y_cuando_se_aproximo_al_policia_de_la_entrada_la_camioneta_subio_sus_ventanas_y_arranco;1;san_antonio;NA;encuesta_larga
1/30/2019 13:08:35;1/17/2019;14:00:00;19.334812;-99.183438;Frente a Facultad de Economía, CU;1;NA;No;NA;NA;NA;NA;Iba caminando por las salidas de Copilco por el carril del pumabus ruta 5, un carro blanco me alcanzó y me dijo que si me llevaba, le dije que no y seguí caminando y me volvió a alcanzar y a decirme que me subiera. Iba pasando otro chico con su carro que por fortuna lo enfrentó y me ayudó hasta que el señor del carro blanco se fue.;frente_a_facultad_de_economia_cu;iba_caminando_por_las_salidas_de_copilco_por_el_carril_del_pumabus_ruta_5_un_carro_blanco_me_alcanzo_y_me_dijo_que_si_me_llevaba_le_dije_que_no_y_segui_caminando_y_me_volvio_a_alcanzar_y_a_decirme_que_me_subiera_iba_pasando_otro_chico_con_su_carro_que_por_fortuna_lo_enfrento_y_me_ayudo_hasta_que_el_señor_del_carro_blanco_se_fue;0;copilco;NA;encuesta_larga
1/30/2019 13:11:34;1/18/2019;08:38:00;19.426438;-99.137188;Metro Isabel la católica;1;NA;Sí;Sí;Denuncia de hechos;NA;Cuh7;Un tipo me pregunta la hora en el paso para el otro sentido del metro  veo que me sigue y me sujeta del brazo, me dice que no haga nada o valdría madres, al llegar al nivel del andén, una persona se da cuenta que algo no estaba bien y es cuando me safo y este tipo se pone violento y el joven lo enfrentó a golpes y el tipo salió huyendo hacia el otro andén. En policía del torniquete me dijo que no podía moverse de su lugar y la persona que me auxilio me indico en donde realizar mi denuncia.;metro_isabel_la_catolica;un_tipo_me_pregunta_la_hora_en_el_paso_para_el_otro_sentido_del_metro__veo_que_me_sigue_y_me_sujeta_del_brazo_me_dice_que_no_haga_nada_o_valdria_madres_al_llegar_al_nivel_del_anden_una_persona_se_da_cuenta_que_algo_no_estaba_bien_y_es_cuando_me_safo_y_este_tipo_se_pone_violento_y_el_joven_lo_enfrento_a_golpes_y_el_tipo_salio_huyendo_hacia_el_otro_anden_en_policia_del_torniquete_me_dijo_que_no_podia_moverse_de_su_lugar_y_la_persona_que_me_auxilio_me_indico_en_donde_realizar_mi_denuncia;1;isabel_la_catolica;dentro;encuesta_larga
1/30/2019 13:15:33;4/29/2017;10:00:00;19.388938;-99.155063;Calle uxmal, entre torres adalid y concepción beistegui;1;NA;Sí;No;NA;Dijeron que me comunicara 7 días después, llamé, no encontraban mi expediente, dijeron que me regresaban la llamada y nunca llamaron;Benito Juárez;Bajé del camión en eje 5 y Universidad, me di cuenta que un coche me iba siguiendo, caminé a un lado de unas señoras que iban delante de mi, el coche se siguió y más adelante estaba estacionado, se bajó del coche, me abrazó y me jalaba para el auto, grité y la señora que estaba enfrente se metió a su casa, un chico que paseaba a su perro me vio y él me ayudó, la patrulla tardó en llegar mas de 10 minutos y cuando llegaron me dijeron que era mi culpa por llevar falda;calle_uxmal_entre_torres_adalid_y_concepcion_beistegui;baje_del_camion_en_eje_5_y_universidad_me_di_cuenta_que_un_coche_me_iba_siguiendo_camine_a_un_lado_de_unas_señoras_que_iban_delante_de_mi_el_coche_se_siguio_y_mas_adelante_estaba_estacionado_se_bajo_del_coche_me_abrazo_y_me_jalaba_para_el_auto_grite_y_la_señora_que_estaba_enfrente_se_metio_a_su_casa_un_chico_que_paseaba_a_su_perro_me_vio_y_el_me_ayudo_la_patrulla_tardo_en_llegar_mas_de_10_minutos_y_cuando_llegaron_me_dijeron_que_era_mi_culpa_por_llevar_falda;1;universidad;NA;encuesta_larga
1/30/2019 13:18:05;4/14/2010;15:00:00;19.497813;-99.120938;Paradero indios verdes. Puente peatonal de acceso sobre insurgentes norte dirección sur.;2;Moretón;No;No;NA;NA;NA;Iba caminando por el puente para ingresar al metro cuando un sujeto me tomó de la mano y me jalo intentando coquetearme. Le pedí que me soltara y me halo mas fuerte hacía un automóvil color guinda que  estaba dentro del paradero. Me logré sacar y corrí. Cruce el puente para mar un taxi en la base que está en la lateral de insurgentes. Cabe mencionar que el paradero estaba vacío y yo era menor de edad (15 años).;paradero_indios_verdes_puente_peatonal_de_acceso_sobre_insurgentes_norte_direccion_sur;iba_caminando_por_el_puente_para_ingresar_al_metro_cuando_un_sujeto_me_tomo_de_la_mano_y_me_jalo_intentando_coquetearme_le_pedi_que_me_soltara_y_me_halo_mas_fuerte_hacia_un_automovil_color_guinda_que__estaba_dentro_del_paradero_me_logre_sacar_y_corri_cruce_el_puente_para_mar_un_taxi_en_la_base_que_esta_en_la_lateral_de_insurgentes_cabe_mencionar_que_el_paradero_estaba_vacio_y_yo_era_menor_de_edad_15_años;1;indios_verdes;dentro;encuesta_larga
1/30/2019 13:43:59;1/23/2019;13:00:00;NA;NA;Col. Morelos;5;NA;No;No;NA;NA;NA;Comía helado con una amiga,  cuando un grupo de chicos empezaron a hablar en claves diciendo que valíamos 20 y 20 nos levantamos y nos empezaron a seguir con algunas calles de la colonia, tuvimos que caminar más rápido para perdérnos entre la gente.;col_morelos;comia_helado_con_una_amiga__cuando_un_grupo_de_chicos_empezaron_a_hablar_en_claves_diciendo_que_valiamos_20_y_20_nos_levantamos_y_nos_empezaron_a_seguir_con_algunas_calles_de_la_colonia_tuvimos_que_caminar_mas_rapido_para_perdernos_entre_la_gente;0;morelos;NA;encuesta_larga
1/30/2019 13:47:56;12/11/2013;22:30:00;19.497813;-99.120938;Indios Verdes;5;Golpes;No;No;NA;NA;NA;Me intentaron secuestrar;indios_verdes;me_intentaron_secuestrar;0;indios_verdes;NA;encuesta_larga
1/30/2019 14:03:01;5/24/2011;15:20:00;19.408688;-99.135562;Desde Metro Chabacano a Metro Pantitlán;1;NA;No;No;No;No;No;Me subí en mero chabacano, iba camino al aeropuerto sin maleta, sólo 1 mochila. Iba a recoger a una persona en la T1. Un chavo se me quedó viendo desde el Metro Chabacano pero supuse sólo era un típico “miron”. Yo me alejé y me subí dos puertas lejos de él. Cuando menos lo pensé ya por Metro Ciudad de los Deportes, me di cuenta que se había colado al lado mío. Lo observé por el reflejo de las ventanas del metro y se veía casi como alguien decente, venía vestido bien, era muy alto y moreno. Pero me di cuenta que me volteaba mucho y cada vez se acerca más y más a mi, casi como si fuéramos “amigos”. Yo me espanté muchísimo, así que me fui recorriendo a la salida, tenía miedo que viniera con alguien más. Yo ya había leído historias de secuestro en esa línea café. Cuando llegué a Pantitlán salí corriendo como sino hubiera un mañana, no sé ni cómo no me tropecé por las escaleras. Desgraciadamente meses después leí las noticias de un joven del Politecnico (igual que yo) que habían secuestrado en Metro Pantitlán.;desde_metro_chabacano_a_metro_pantitlan;me_subi_en_mero_chabacano_iba_camino_al_aeropuerto_sin_maleta_solo_1_mochila_iba_a_recoger_a_una_persona_en_la_t1_un_chavo_se_me_quedo_viendo_desde_el_metro_chabacano_pero_supuse_solo_era_un_tipico_miron_yo_me_aleje_y_me_subi_dos_puertas_lejos_de_el_cuando_menos_lo_pense_ya_por_metro_ciudad_de_los_deportes_me_di_cuenta_que_se_habia_colado_al_lado_mio_lo_observe_por_el_reflejo_de_las_ventanas_del_metro_y_se_veia_casi_como_alguien_decente_venia_vestido_bien_era_muy_alto_y_moreno_pero_me_di_cuenta_que_me_volteaba_mucho_y_cada_vez_se_acerca_mas_y_mas_a_mi_casi_como_si_fueramos_amigos_yo_me_espante_muchisimo_asi_que_me_fui_recorriendo_a_la_salida_tenia_miedo_que_viniera_con_alguien_mas_yo_ya_habia_leido_historias_de_secuestro_en_esa_linea_cafe_cuando_llegue_a_pantitlan_sali_corriendo_como_sino_hubiera_un_mañana_no_se_ni_como_no_me_tropece_por_las_escaleras_desgraciadamente_meses_despues_lei_las_noticias_de_un_joven_del_politecnico_igual_que_yo_que_habian_secuestrado_en_metro_pantitlan;1;chabacano;fuera;encuesta_larga
1/30/2019 14:07:27;1/29/2019;14:30:00;19.379063;-99.159438;Metro división del norte;1;NA;No;No;NA;NA;NA;Yo iba saliendo del metro división del norte, me fui caminando hacia eje 6, está muy cerca. Era de día y generalmente hay personas ahí sentadas porque es zona de oficinas, vi que un chavo iba caminando enfrente de mi pero volteaba mucho hacia atrás, viendo directamente hacia mi, de pronto se paró y fingió como que estaba haciendo una llamada pero se veía súper falso. Y de pronto irse para atrás, cuando vi hacia enfrente venían 2 policías caminando hacia nosotras. Esos policías me salvaron sin saberlo, porque ese chavo se asustó y se fue.;metro_division_del_norte;yo_iba_saliendo_del_metro_division_del_norte_me_fui_caminando_hacia_eje_6_esta_muy_cerca_era_de_dia_y_generalmente_hay_personas_ahi_sentadas_porque_es_zona_de_oficinas_vi_que_un_chavo_iba_caminando_enfrente_de_mi_pero_volteaba_mucho_hacia_atras_viendo_directamente_hacia_mi_de_pronto_se_paro_y_fingio_como_que_estaba_haciendo_una_llamada_pero_se_veia_super_falso_y_de_pronto_irse_para_atras_cuando_vi_hacia_enfrente_venian_2_policias_caminando_hacia_nosotras_esos_policias_me_salvaron_sin_saberlo_porque_ese_chavo_se_asusto_y_se_fue;1;division_del_norte;NA;encuesta_larga
1/30/2019 14:11:20;1/30/2019;09:30:00;19.363138;-99.169637;Av. Universidad esquina Mayorazgo de Higuera. Col. Xoco. Cerca de Metro Coyoacan;1;NA;No;NA;NA;NA;NA;Yo iba caminando sobre Mayorazgo de Higuera y un sujeto dentro de un coche me llamó para preguntarne de una dirección. Yo estaba en la acera de enfrente e insistía en que me acercara. Me negué. Empezó a preguntarme si trabajaba por ahí y su insistencia me generó desconfianza, por lo que decidí continuar mi camino. Finalmente me dijo burlándose que subiera a su coche, que no tuviera miedo, que no me iba a pasar nada. Me acerqué a un puesto de jugos que estaba cerca. Arrancó y se fue rápido. Recuerdo que el coche parecía un Tsuru de modelo antiguo, color blanco.;av_universidad_esquina_mayorazgo_de_higuera_col_xoco_cerca_de_metro_coyoacan;yo_iba_caminando_sobre_mayorazgo_de_higuera_y_un_sujeto_dentro_de_un_coche_me_llamo_para_preguntarne_de_una_direccion_yo_estaba_en_la_acera_de_enfrente_e_insistia_en_que_me_acercara_me_negue_empezo_a_preguntarme_si_trabajaba_por_ahi_y_su_insistencia_me_genero_desconfianza_por_lo_que_decidi_continuar_mi_camino_finalmente_me_dijo_burlandose_que_subiera_a_su_coche_que_no_tuviera_miedo_que_no_me_iba_a_pasar_nada_me_acerque_a_un_puesto_de_jugos_que_estaba_cerca_arranco_y_se_fue_rapido_recuerdo_que_el_coche_parecia_un_tsuru_de_modelo_antiguo_color_blanco;1;universidad;dentro;encuesta_larga
1/30/2019 14:53:54;8/12/2013;06:45:00;19.299687;-99.142312;En frente del colegio Mexico en av. acoxpa;1;NA;No;No;NA;NA;NA;Iba caminando para la escuela ya que entraba a las 7:00am y un hombre me dijo que me violaría y lo que hice fue hacerle señas a los carros para que me ayudaran ya que estaba sola y él me iba siguiendo,Afortunadamente un carro se paro y le ayudo llevándome a la escuela ya que el conductor iba con su hija y ella le había pasado lo mismo días anteriores.;en_frente_del_colegio_mexico_en_av_acoxpa;iba_caminando_para_la_escuela_ya_que_entraba_a_las_700am_y_un_hombre_me_dijo_que_me_violaria_y_lo_que_hice_fue_hacerle_señas_a_los_carros_para_que_me_ayudaran_ya_que_estaba_sola_y_el_me_iba_siguiendoafortunadamente_un_carro_se_paro_y_le_ayudo_llevandome_a_la_escuela_ya_que_el_conductor_iba_con_su_hija_y_ella_le_habia_pasado_lo_mismo_dias_anteriores;0;NA;NA;encuesta_larga
1/30/2019 15:12:55;1/25/2019;20:00:00;19.546949;-99.044040999999993;Calle puerto san carlos, entre calle 2 y avenida circunvalación sur .Colonia jardines de casanueva. Ecatepec de morelos. C.P 55430;3;Moretones, raspones y ropa rota;No;NA;NA;NA;NA;"Soy mujer. Llegaba a mi casa después de mi jornada escolar a las 8 de la noche y al abrir la puerta (de mi casa) alguien por detrás me tapó la boca, me puso algo en la espalda y me dijo que no hiciera nada porque nos estaban vigilando; enseguida se acercó un sedán oscuro y con vidrios polarizados, mordí la mano del delincuente, comencé a gritar y golpear la puerta de mi casa y un vecino desde el techo de su casa les gritaba que ya venía la policía. Enseguida sonaron las alarmas de la calle y el delincuente abordó el sedán oscuro con otros dos sujetos que estaban abordo.";calle_puerto_san_carlos_entre_calle_2_y_avenida_circunvalacion_sur_colonia_jardines_de_casanueva_ecatepec_de_morelos_cp_55430;soy_mujer_llegaba_a_mi_casa_despues_de_mi_jornada_escolar_a_las_8_de_la_noche_y_al_abrir_la_puerta_de_mi_casa_alguien_por_detras_me_tapo_la_boca_me_puso_algo_en_la_espalda_y_me_dijo_que_no_hiciera_nada_porque_nos_estaban_vigilando_enseguida_se_acerco_un_sedan_oscuro_y_con_vidrios_polarizados_mordi_la_mano_del_delincuente_comence_a_gritar_y_golpear_la_puerta_de_mi_casa_y_un_vecino_desde_el_techo_de_su_casa_les_gritaba_que_ya_venia_la_policia_enseguida_sonaron_las_alarmas_de_la_calle_y_el_delincuente_abordo_el_sedan_oscuro_con_otros_dos_sujetos_que_estaban_abordo;0;morelos;NA;encuesta_larga
1/30/2019 15:31:43;6/24/2016;10:30:00;19.344063;-99.137813;Paradero de Taxqueña;1;NA;No;No;No;No;No;Rumbo a mi casa que está muy cerca del paradero de Taxqueña un tipo alto de complexión robusta junto a una camioneta blindada, se me acercó para decirme que si no quería se modelo que solo iban a ser unas fotos que subiera que sería rápido ,obvió le dije que no gracias y me acerque a un puesto que estába por allí y me puse a correr hacia mi casa sin esperar más nada .;paradero_de_taxqueña;rumbo_a_mi_casa_que_esta_muy_cerca_del_paradero_de_taxqueña_un_tipo_alto_de_complexion_robusta_junto_a_una_camioneta_blindada_se_me_acerco_para_decirme_que_si_no_queria_se_modelo_que_solo_iban_a_ser_unas_fotos_que_subiera_que_seria_rapido_obvio_le_dije_que_no_gracias_y_me_acerque_a_un_puesto_que_estaba_por_alli_y_me_puse_a_correr_hacia_mi_casa_sin_esperar_mas_nada_;0;NA;NA;encuesta_larga
1/30/2019 15:39:00;1/29/2019;11:30:00;19.411688;-99.191437;Estacion constituyentes L7;1;Moretones, raspones;No;No;NA;NA;NA;"Yo caminaba hacia afuera de la estación, sentí un dolor en el brazo muy fuerte, voltee y escuché ""no grites morra,"" intente safarme pero me aturdido tal vez porque lloraba y no conteste sobre mi lugar de origen, tal vez por mi aspecto diferente , tiro mi movil mientra nos dirigíamos a salida, cuando distingui un poco de gente intente tirarme al suelo y pedir ayuda, por suerte unas señoras se imaginaron de que sucedía también gritaron y el me soltó, caí al suelo y no vi que paso con el, una pareja me llevó a casa de mi tía segura, no se cuales eran sus intenciones no se que pasaría conmigo si el hubiese tenido éxito...";estacion_constituyentes_l7;yo_caminaba_hacia_afuera_de_la_estacion_senti_un_dolor_en_el_brazo_muy_fuerte_voltee_y_escuche_no_grites_morra_intente_safarme_pero_me_aturdido_tal_vez_porque_lloraba_y_no_conteste_sobre_mi_lugar_de_origen_tal_vez_por_mi_aspecto_diferente__tiro_mi_movil_mientra_nos_dirigiamos_a_salida_cuando_distingui_un_poco_de_gente_intente_tirarme_al_suelo_y_pedir_ayuda_por_suerte_unas_señoras_se_imaginaron_de_que_sucedia_tambien_gritaron_y_el_me_solto_cai_al_suelo_y_no_vi_que_paso_con_el_una_pareja_me_llevo_a_casa_de_mi_tia_segura_no_se_cuales_eran_sus_intenciones_no_se_que_pasaria_conmigo_si_el_hubiese_tenido_exito;1;constituyentes;fuera;encuesta_larga
1/30/2019 16:22:52;11/3/2017;16:00:00;19.444938;-99.145688;Metro Guerrero;1;NA;No;No;NA;NA;NA;"Abordé el metro del lado reservado para las mujeres, en el último vagón, el  cercano al conductor, todo esto en la base de Universidad; en Copilco un sujeto de 23 años aprox., moreno y delgado, vestido de negro subió al vagón y se sentó en un asiento reservado para mujeres embarazadas y la tercera edad, yo iba sentada del lado izquierdo junto a la ventana y el del lado derecho, después de un rato comenzó a mirarme. En metro Zapata bajo la persona que iba sentada enfrente de mi y el sujeto cambio de lugar y no me quitaba la vista de encima, la chava que iba un lado mío comenzó a mirarlo también. El metro se llenó más en centro médico y una señora le pidió el asiento, se paro, se fue junto a la puerta del conductor y continuo mirándome, me levanté en Hidalgo para intentar acercarme a la puerta de salida y el sujeto comenzó a moverse también, cuando por fin llegue a la puerta el se colocó de tras de mí; tuve que bajarme en Guerrero, me di la vuelta, lo ví de frente y él venía hacía mi. Me quedé frente a las puertas y antes de que cerraran me volví a meter, me mento la madre.";metro_guerrero;aborde_el_metro_del_lado_reservado_para_las_mujeres_en_el_ultimo_vagon_el__cercano_al_conductor_todo_esto_en_la_base_de_universidad_en_copilco_un_sujeto_de_23_años_aprox_moreno_y_delgado_vestido_de_negro_subio_al_vagon_y_se_sento_en_un_asiento_reservado_para_mujeres_embarazadas_y_la_tercera_edad_yo_iba_sentada_del_lado_izquierdo_junto_a_la_ventana_y_el_del_lado_derecho_despues_de_un_rato_comenzo_a_mirarme_en_metro_zapata_bajo_la_persona_que_iba_sentada_enfrente_de_mi_y_el_sujeto_cambio_de_lugar_y_no_me_quitaba_la_vista_de_encima_la_chava_que_iba_un_lado_mio_comenzo_a_mirarlo_tambien_el_metro_se_lleno_mas_en_centro_medico_y_una_señora_le_pidio_el_asiento_se_paro_se_fue_junto_a_la_puerta_del_conductor_y_continuo_mirandome_me_levante_en_hidalgo_para_intentar_acercarme_a_la_puerta_de_salida_y_el_sujeto_comenzo_a_moverse_tambien_cuando_por_fin_llegue_a_la_puerta_el_se_coloco_de_tras_de_mi_tuve_que_bajarme_en_guerrero_me_di_la_vuelta_lo_vi_de_frente_y_el_venia_hacia_mi_me_quede_frente_a_las_puertas_y_antes_de_que_cerraran_me_volvi_a_meter_me_mento_la_madre;1;guerrero;dentro;encuesta_larga
NA;11/19/2015;21:00:00;19.409187;-99.122188;Metro Jamaica (L4);1;Moretón;No;NA;NA;NA;NA;Iba con dos amigos en la línea 4, íbamos a bajar en Jamaica para transbordar a la línea 9, pero una estación antes se subió un chico moreno, flaco, alto y bastante drogado. Se me quedó viendo con mucha intensidad y se me fue encima, afortunadamente en ese momento se abrieron las puertas y bajamos corriendo, el nos siguió y me tomó del brazo muy fuerte, tan fuerte que sus uñas se enterraron en mi piel y me sacó sangre a pesar de que traía puesto un suéter. Yo le gritaba que me soltara, afortunadamente uno de mis amigos logró safarme y nos metimos al siguiente vagón dejándolo a el afuera. Había suficiente gente, nadie hizo o dijo nada. El moretón que me dejó en el brazo era de todos colores y era tan grande que me duró más un mes.;metro_jamaica_l4;iba_con_dos_amigos_en_la_linea_4_ibamos_a_bajar_en_jamaica_para_transbordar_a_la_linea_9_pero_una_estacion_antes_se_subio_un_chico_moreno_flaco_alto_y_bastante_drogado_se_me_quedo_viendo_con_mucha_intensidad_y_se_me_fue_encima_afortunadamente_en_ese_momento_se_abrieron_las_puertas_y_bajamos_corriendo_el_nos_siguio_y_me_tomo_del_brazo_muy_fuerte_tan_fuerte_que_sus_uñas_se_enterraron_en_mi_piel_y_me_saco_sangre_a_pesar_de_que_traia_puesto_un_sueter_yo_le_gritaba_que_me_soltara_afortunadamente_uno_de_mis_amigos_logro_safarme_y_nos_metimos_al_siguiente_vagon_dejandolo_a_el_afuera_habia_suficiente_gente_nadie_hizo_o_dijo_nada_el_moreton_que_me_dejo_en_el_brazo_era_de_todos_colores_y_era_tan_grande_que_me_duro_mas_un_mes;1;jamaica;dentro;encuesta_larga
